Review,sentiment
Ini bagus sih .. cuma kurangnya poin yg di berikan itu ga seberapa 1 botol cuma di kasih 53perak . Orang ga akan tertarik ya mening buang ke tong sampah di Pungut sama pemulung dapet pahala .. coba 1 botalnya 1000 .. yakin pemulung pada antri di mesinnya .. wkwkwkwk,0
Min keren bgt. Anjir gebet bgt mau hadiah nya. Min tolong di kasi suara hilang suara hidup Tombol mute pas main game nya. Tombol suara on off. Nya sukses ya plastic pay,1
"Nanti di tambahin lg bintangnya kalo drop box yg udh pada penuh di pickup. Sering Masuki botol di drop box sampe sekarang ga di Pickup², sampai penuh tuh drop boxnya",0
Mantap nih mengedukasi dengan gemes yang menyangkut sampah lastik. 🙏 kalau bisa jangan hanya botol plastik tapi semua jenis plastik yang bisa di tukar. Sukses selalu plasticPay dan INOV,1
"Admin nya ramah, mari kita lanjutkan hal berguna seperti ini, semoga sampah plastik bisa dimanfaatkan kembali menjadi hal yang berguna lain nya, dan semoga mesin RVM atau Dropbox nya makin banyak tersebar selain di Jakarta, Terimakasih ❤️❤️❤️",1
Terbantu sekali dengan aplikasi ini. Bisa membuat sampah dirumah nggak sia2 terbuang begitu saja. Semoga kedepannya lebih baik dan semakin banyak yg menggunakannya,1
Aplikasi Error! Gabisa di Scan! Point saya jadi hilang,-1
"Memang sangat menguntungkan, walaupun tidak semua botol bisa di daur ulang, tetap menguntungkan.",1
"Ketika daftar, lemot banget, waiting terus, padahal jaringan internet bagus banget, buat yang lain lancar",-1
Jangkauannya kurang luas saya harap sih lebih banyak lagi mesin2nya.. Bdw kalo galon le mineral bisa gak sih.. Saya punya lumayan banyak..,1
"Aplikasinya bagus, cuma sayang. Dikota manado gak ada fitur seperti ini, saya berharap dikota manado plasticpay hadir.",1
"Keren sekali program ini, untuk mengurangi peredaran sampah plastik. Sebagai saran, perbanyak lagi penempatan mesin RVM karena akan sangat berguna. Terutama di kampus-kampus seperti UIN Jakarta yang bisa menghasilkan lebih dari 1 ton sampah plastik tiap harinya. Belum lagi di UIN Jakarta merupakan daerah padat penduduk yang sampah plastik bisa sangat menumpuk.",1
Maaf ya saya kasih bintang satu gara ada aplikasih ini semuanya orang pada pelit semuanya kalo kayak gini mah kasihan orang bawahan pak. Dan satu hal lagi naroknya gak cocok tempat mesinya dan csnya lama di responan masalah koinya yangkut,-1
Sangat bagus untuk mengurangi sampah botol plastik dan kita jg bisa mengumpulkan poin,1
"Pengalaman baru,tukar botol bekas bisa jadi cuan .. mesin nya bagus,admin nya fast respon, pencairannya cepet bngat,.. moga smakin oke kedepannya",1
Aplikasi jadi aneh. Saya tidak bisa login dengan akun yang sudah ada. Saya coba reset password juga tidak bisa. Tolong diperbaiki ya.,-1
Ga berfungsi nih aplikasinya.. buffering terus pdhl lancar koneksi,-1
Tempat wisata seperti taman mini Indonesia indah belum ada..,1
Wow!! Baguss banget nih aplikasi ini mengajak kita mendaur ulang sampah plastik menjadi bermanfaat dan bisa dapet uang belanja juga loh! Xoxo :D,1
"terima kasih udah buat aplikasi ini, semoga kedepannya bisa terus berkembang dan semakin banyak orang yang sadar dengan kebersihan lingkungan ya, semangat deh bisa join di aplikasi ini.",1
Keren bagus mengurangi sampah plastik,1
"Sayang sekali karena applikasi ini belum berlaku dipapua (khususnya MERAUKE), kiranya untuk kedepannya bisa ada. Saya tunggu 🙏🏻",-1
"Awalnya bagus2 aja,tapi etelah ke 2klinya tukar poin udah gk bisa,selalu gagal",-1
Useful banget walaupun baru ikutan join tapi seru banget.. Cs nya juga ramah dan fast respon banget.. Semoga ptorogram ini tetep berjalan kedepannya dan semakin banyak masyarakat yg sadar dan peduli akan sampah plastik 😁,1
"Aplikasinya memiliki CS yang ramah dan menyenangkan, semoga saja App ini dapat membantu di hari² ke depannya 👍👍👍",1
Saya udah kumpul lama2 udah di masuk kan ke mesin ini di aplikasi nya gak masuk poin nya rugi 30rb,-1
Aplikasinya sangat bagus untuk mengurangi sampah plastik dan dapat poin.,1
"Sebuah aplikasi yang sangat bermanfaat, tolong di kembangkan dan di perluas. Seperti di cikarang kab. Bekasi.",1
Tolong sediakan mesin pendaur ulangan di wilayah Tasikmalaya min.🙏biar disemua daerah ada mesin seperti ini jadi bs mengurangi sampah plastik di semua daerah. Terimakasih...,0
"Customer Service PlasticPay tebet timur sangat responsif, cepat, dan membantu sekali. poin sudah mulai terkumpul",1
"sebaiknya setiap buka aplikasi, kondisi akun harus tetap login",1
"Keren, tapi klo bisa box yg udah keisi penuh langsung diangkut lagi semua botolnya, biar bisa nyari point lagi kita",1
Sangat bermanfaat untuk mengurangi sampah plastik. Semoga lebih diperbanyak lg mesin nya😁😊,1
"Saya suka ada aplikasi begini, Saya dan keluarga sehari hari konsumsi air putih itu pakai Le Minerale botol. Jadi seminggu bisa 2 atau 3 dus. Nahh permasalahannya drop box nya kejauhan. Ribet banget saya harus bawa botol jauh-jauh. Saya tinggal di Pasar Rebo.",1
"keren nih, semoga pengadaan mesinnya di perbanyak agar lebih mudah dijangkau lokasinya, karena sangat bermanfaat",1
"Finally.. akhirnya Indonesia punya mesin ini juga, terima kasih sudah menyediakan layanan ini.. saya sangat peduli dengan sampah plastik khusus nya di Indonesia, apakah di Jakarta sudah ada mesin ini? semoga segera di perbanyak dan segera di sebar luaskan ke seluruh penjuru Indonesia.. buat saya tidak mendapatkan imbalan pun tidak masalah.. yang penting sudah ada yg peduli dengan sampah plastik ini.. semoga PlasticPay sukses selalu.. dan di berkati Tuhan..",1
"Melihat respon review aplikasi ini yang sangat baik, saya jadi tertarik untuk mengunduhnya. Namun, reverse vending machine, drop box, ataupun bank sampah belum tersedia di kota saya. Tolong adakan gerakan ini di Jawa Timur setidaknya di Surabaya dan Malang untuk mengedukasi masyarakat tentang pemilahan sampah yang baik dan benar, jika sudah ada di daerah sini saya akan beri bintang 5. Semoga saran saya dibaca oleh para developer, terima kasih 🙏🏻",0
"Upaya yang sangat bagus, semoga dapat berkembang dengan cepat, dan bumi semakin sehat.",1
"Apk mantap nih , saya sangat mengapresiasi atas adanya apk ini , jadi kita bisa lebih aware terhadap lingkungan.",1
Ini sangat membantu banget sihhhh selain membantu menyelamatkan alam dan mengurangi sampah plastik ini jg membantu perekonomian anak Kos ❤️,1
"Udah install tapi ternyata tidak ada titik poin di kota Malang, semangat utk tim moga bisa merambat ke Jatim, keren aplikasinya",1
"Bagus sih aplikasinya, tapi sayang belum tersedia di daerah Sulawesi Selatan, seperti makassar dan sekitarnya 😌",1
Bagus seh buat mengurangi sampah plastik....cuma tolong di perbaiki counter penghitung botolnya.....saya masukin 30 botol...tapi cuma dihitung 25 botol....astaga🤦🤦🤦🤦🤦,1
"Sangat bermanfaat, khususnya buat mengajarkan anak-anak untuk lebih aware terhadap lingkungan.",1
"Saya coba di Jogja acara mandiri maraton, aplikasi mudah digunakan, lebih bijak dengan sampah plastik, reducewaste getreward",1
Plastiplay sangat membantu ibu rumah tangga masalah sampah plastik & customer supportnya sangat bagus handlenya,1
Apknya keren mesinyavkelihatanya bagus mohon perluas lagi ke kota lain seperti bandung karna saat saya liat map kebanyakan di bandung,1
Cepat tanggap apalagi sama mesin yg vandingnya jadi jangan khawatir udah bawa banyak tapi gak bisa masukin botolnya karna kakaknya nanti bantuin itung botolnya ko,1
"Sangat membantu, dan mudah²an diperbanyak alat Penukaran botolnya.",1
"Saya sangat mendukung program plastcpay untuk kedepannya, semoga Indonesia bisa bersaing dengan luar negeri, dan bisa mengurangi serta menanggulangi permasalahan sampah plastik di Indonesia.",1
"Aflikasi yg membantu kebersihan bumi,dan pendapatan tambahan,respon admin cukup memuaskan jika ada kendala,terima kasih PlasticPay",1
"Botol plastik uda di kumpulin tapi lgsng masuk ke eiger point, jadi gabisa di pindahin ke gopay atau ovo atau sejenisnya",-1
"aplikasinya sudah bagus, tinggal tambahin MCP nya nih untuk di wilayah cimahi/bandung",1
"bing beng bang yok kita ke (RVM) _ bang bing bung yok kita nabung _ tang ting tung hey jangan dihitung tau tau nanti kita dapat (point)' *Yuk peduli bumi, daur ulang botol plastik berkelanjutan. Semangat!🙏😇",1
"Fitur lengkap, tapi sayang mini collection point nya belum sampai kota gue",1
Masih membingungkan terutama rvm di satu titik agak beda dg yg d tempat lain.jstru kalo mcp Simpel cukup tulis Rincian plastik dan id kita.kadang plastik kita lama or ga kebaca cup mesin.puyeng.ada rvm yg cerdas menerima 3 gelas sbg satu botol yg lain tidak.he He He lucu juga ya,1
Tolong dong untuk ada untuk Purbalingga khususnya mrebet dan seluruh Indonesia untuk mengurangi sampah plastik dengan tujuan menjaga kebersihan lingkungan,0
"Seru bgt , dari botol yg dikumpulin bisa jadi berguna karena ada Plasticpay. Mantab sukses trs makin menginspirasi",1
Menurut saya rate per botolnya mungkin bisa ditambah lagi sekitar 100 sampai 200 rupiah.,1
Sangat bagus & keren namun sayang di kabupaten saya belum ada 😂 tolong untuk di kabupaten Indramayu segera di berikan pengumpulan botol nya min. Karena ini menyangkut kemaslahatan lingkungan. 🙏🏻,1
customer supportnya responsif dan cepat tanggap beberapa kali jaringan sedang bermasalah di bantu transfer point ke id saya,1
"Good aplikasi,membantu mengurangi polusi...good idea",1
Sebenernya dengan adanya plasticpay ini bisa membantu mengurangi sampah plastik tapi sayangnya di daerah jawa tengah belum ada pengen banget kalo ada di jawa tengah,1
Sangat bermanfaat. Mohon di kota bandung di infokan,1
"Keren plastic pay walau mesin mati point nya bisa ditambahkan jadi jangan kawatir kalau botolnya ketelen tetap dibayar sama plasticpay,Sukses buat plasticpay semoga tetap istikomah dan berkomitmen untuk menjaga bumi dan lingkungan",1
Perbanyak donk terutama di stasiun2..,1
"ramah lingkungan,aman untuk anak anak",1
Mantaplah cs nya responnya memuaskan.. Sukses selalu plasticpay,1
Plasticpay memberi pelajaran positif buat anak anak untuk belajar menjaga kebersihan lingkungan dan belajar menabung meski dari mengumpulkan barang bekas.,1
Penasaran bgt mau coba. Kemarin liat box plasticpay X mitra Bukalapak. Mau bgt coba tapi lumayan jauh jaraknya dari rumah :'),1
App ini seru dan bermanfaat nanti poin nya bisa ditukar menjadi saldo gopay dan ovo Pokoknya keren deh,1
Bagus sih bagus apk nya tapi login nya tulho lama banget,-1
"Kabupaten bogor belum ada, kalau bisa seluruh jabodetabek soalnya lokasi ini penyumbang sampah terbesar.",1
"Bagus uda ada yg bgini, jelas bermanfaat skali. Anw di Bali baru 1 aja mesinnya, smoga cpt diperbanyak biar lbh gmpang nemu.",1
"Kurang merata vending machine nya di berbagai kota di Indonesia, seharusnya di kota Semarang juga di terapkan seperti ini",-1
"Pelayanan 👍😂😂. Dikira blank rusak taunya abis service, Cs nya respon",1
List RVM nya nggak uptodate..jumlahnya perlu diperbanyak,0
Sangat peduli lingkungan dengan mengelola sampah menjadi yang bermamfaat...,1
aplikasi ini sangat berguna untuk melestarikan lingkungan dari sampah plastik yg sulit di urai,1
Kk kapan hadir di Jawa timur ?? Tepatnya di alfa mart lumajang.. ini aq udah persiapin tabungan botol plastiknya di rumah... Moga saja pas sudah ada mesinnya botol plastikku sudah bnyak sekali..👍👍👍,1
Aplikasinya lemot banget padahal jaringan bagus,-1
"Terimakasih ya, sudah ada dibali ,dan langsung bisa di reedempt untuk poinnya🙏🙏",1
"Saya kasih bintang 5 karena sangat membantu, saran aj min di setiap kantor kelurahan di bikin mesin kaya gini, agar warga semangat menjaga lingkungan dan di daerah saya jauh dari mall jadi kadang harus ke mall dulu kalo mau nukarin botol 😅🙏",1
Aplikasi aneh loading nya lama server buruk,-1
"Makasi y progeam yg sangat bagusss..semoga kdepan makin sering""lg",1
Mau daftar malah ga bisa tolong diperbaikin,0
Cara cepat mengurangi sampah plastik,1
di suruh login truss malah di bilang salah password pdhal sudah benar!!!,-1
"Sangat🙏support dan Cepat utk TEAM OPERATOR,dalam perihal Pengerjaan Mengenai Point,yg Tertunda didalam proses BARQUET nya👍Nice Job...",1
Keren sih.. Inovasi nya.. Cuma.. Mesin nya masih jauh dari keberadaan saya tinggal. Ya kali.. Bawa botol plastik sampe banyak2 naik angkot 🤣,1
Sangat membantu pengolahan sampah plastik,1
"Sangat disayangkan belum banyak tersedia, termasuk di daerah saya :(",0
Love it. Mudah log in. Ada kuisnya dan mencintai bumi. Ayo semangat mengumpulkan plastik,1
semoga gerakan ini bisa membantu mengurangi limbah sampah,1
"Pada Dev terhormat, terimakasih sudah merilis Apk Ini dan Membantu Rakyat Indonesia, Semoga Aplikasi ini Berjalan Terus Dan semoga Banyak yang Donwoald dan Buat admin Sukses Terus Aminnnnnnnnnn",1
Sangat membantu dan membuat lingkungan di negara indonesia semakin maju,1
"Sangat bermanfaat, adminnya juga fast responn🤍",1
"Bagus aplikasinya..... salut sama yg bikinnya,dari pada itu botol di buang sembarang mending masukin ke mesin",1
Bermanfaat banget untuk mendaur ulang limbah plastik yang susah terurai,1
Sangat bermanfaat. Tolong perbanyak RVM kota bandung dong.,1
Apk nya keren asli dah...harus lebih d kembangkan lagi nih,1
Terima kasih... Plasticpay Ok banget untuk mengurangi sampah plasik,1
Secara tidak langsung mengajarkan kita agar lebih peduli sama lingkungan sekitar...good lah,1
Pelayanan customer support sangat responsif,1
Aplikasinya baguss banget... Semoga segera ada di surabaya 😊,1
Saya kasih bintang 3 dulu... Minnn....saya ingin mesin nya di tambahkan di kecamatan Cikarang Selatan minnn.... Saya mohon....saya kasih 5 bintang kalo mesin nya sudah ada di Cikarang Selatan.... MOHON BALAS MINNN🙏🙏🙏😭😭😭,0
Saya telah lama berbisnis beragam limbah plastik ttg botol plastik pp ini sebagian dpakai kmbali atau reused sbg wadah cairan lain produk home industri spt air accu atau limbah cair tnggal ganti label sbagian industri lagi merecyclenya dipress digiling jadi bijih plastik daur ulang contoh yang di gunung sindur.kabupaten bogor jawa barat,1
Saya sudah muter muter untuk cari mesin plasticpay tapi tidak sesuai dengan aplikasi,-1
Aplikasi Ini Bagus Sekali Dan Cocok Untuk Yang Mau Mengumpulkan Botol Plastik Jadi Point.,1
Mantap mengurangi limbah plastic,1
"Mantap nih kayak di Luar Negeri,praktis banget",1
"Semoga semakin banyak Masyarakat di Indonesia yang sadar akan kebersihan lingkungan, mulai dari mengumpulkan botol plastik minuman. Dan untuk PlasticPay semoga RVM semakin ditambah jumlahnya terutama di Jabodetabek, agar lebih mudah dijangkau 🙏🌱",1
Nyoba aplikasi PlasticPay biar dapat uang cukup tukar sampah botol plastik menjadi uang. Semoga di kota Samarinda segera ada PlasticPay ya :),1
Sangat pengen tapi di Semarang jawatengah kok belum ada,1
"Saya baru download,, Saya support program nya Hi 5 star dari saya",1
"Sy minta tolong dong perwakilan dari aplikasi ini tolong bikin cabang di Papua lebih tepatnya di Jayapura, spy mengurangi jumlah sampah plastik di Papua Jayapura. Terima kasih",1
"Ini sangat membantu kebersihan di indonesia,tidak lagi membuang sampah botol plastik sembarangan... Semoga di bandar lampung segera hadir MCP Pelasticpay nya...",1
"Bagus,adminnya fast respon,muantep bgt harus donlod yg belom donlod",1
Aplikasi ini sangat sangat keren membuat manusia emosi,-1
Selamat pagi admin sy sdh instal apknya dan sdh daftar ...masih blm paham??,1
"Min ,kira kira untuk wilayah Sumbar , khususnya kota Padang berapa bulan lagi min mesin nya tersedia di sini?",1
Ramah lingkungan..dgn menggunakan alat yg canggih,1
Saya sangat menyayangkan bahwasanya RVM tidak ada di Surabaya. Saya harap RVM dapat dapat diadakan di Surabaya mengingat Surabaya merupakan salah satu kota terbesar di Indonesia,0
Aplikasi apa ini?? Ga bisa di scan satupun.....,-1
Saya sdh instal Apakah di kota Bekasi sudah ada kalau sdh ada sy kasih bintang lima,0
Indonesia bebas dari plastik bersama HDI DAN plasticplay,1
Permasalahan cepat di tanggapi,1
"Aplikasi yang sangat membantu, Sukses terus dan tlg di Adain mesinnya di Bekasi dan Tenjo",1
Pelayanan CS nya cepat tanggap keren,1
Sangat menarik bisa dapat pulsa,1
"Cukup menarik,bisa dapet pulsa",1
wktu ngambil koinnya loding nya itu lama bngtttttt,-1
"Alhamdulillah dapet pulsa hasil dari ngumpulin botol, customer service nya jg baik top margotop",1
mantap sukses terus plasticplay,1
"Mantap, bagus banget nih",1
masukin total 50an botol...udah sebulan poin belom juga masuk...,-1
"Saya tunggu kedatangan mesin botol plastik ini di kota malang,semangat💪",1
Kok dibekasi belum ada ya 😭😭😭,1
KEREN... SEMOGA RVM PLASTICPAY MAKIN TERSEBAR DI Indonesia,1
Aplikasi tidak akurat dengan mesin vending mechine.,-1
Sangat bermanfaat untuk lingkungan.,1
Bagus program penukaran ini menarik sekali.lanjutkan yaa,1
Mantap sampah langsung jadi duit,1
Bagus program nya mengedukasi masyarakat,1
Kok tempat nya jakarta selatan semua,0
Kenapa susah login?,-1
Di sekitar medan bisa ngak di peegunakan aplikasi ini,1
Diperbanyak mesin kabinet nya. Hadiah point' nya juga di banyakin,1
"Menarik,buang sampah dapat pulsa😊",1
apk mantap bisa nambah penghasilan.,1
"keren, tolong banyakin dong mesin RVM, taro deh di setiap sekolah.. di Kota Tangerang sj ada 15 SMA Negeri, 15 SMK Negeri dan 35 SMP Negeri, ini cocok banget untuk gerakan adiwiyata jd bs jg kerja sama dg Dinas terkait, Dinas LH dan Dindik, SMAN 14 Tangerang siap membantu distribusinya lho..",1
Gila keren banget. semoga plasticpay RVM ada diseluruh indonesia. aamiin,1
Belum siap untuk indonesia raya,-1
Bagus untuk mengatasi masalah lingkungan,1
Mantap gara gara apk ini saya jadi semangat mulung ☺️☺️☺️,1
"vending mechin masih sangat jauh jarak nya padahal saya tinnggal di jakarta timur, mohon untuk tabahkan lagi vending mechin",0
Halo min tolong tambahin daerah Karanganyar sama Sukoharjo min sama tambahin list botol yang bisa di scan,1
Tolong mesin yang ada di mesjid Istiqlal Jakarta rusak kerena terkena air hujan tolong di perbaiki,1
Semoga makin meningkat pelayanannya.,1
Sangat bagus dan bermanfaat,1
Mesin yg sangant berguna karya anak bangsa,1
tambah post di bandung dong please,1
Terimakasih ...sangat membantu sekali.,1
Trimakasih banyak ada di kota jogja,1
Edukasi terhadap sampah yg baik,1
Tolong tambah lebih banyak mesinya di jakarta,1
"luar biasa,, boleh di coba.",1
Tolong bikin vending machine untuk di kota bandung juga,1
Tidak bisa daftar karena nomor hp saya 13 digit,-1
apk nya bagus bangettt,1
Keren membantu buat apk ini ga usah buang sampah sembarangan ke booth plasticpay ajh keren,1
Menjaga lingkungan dengan baik,1
plastik ini sangat berguna untuk melestarikan lingkungan,1
"Sayang sekali di surabaya belum ada,tolong adain dong 🙂",1
Terimakasih plasticPay telah membantu kami untuk sampah jd umrooh aamiin,1
Dapat hadiah loh poin nya bisa jadi saldo ewallet,1
"Plasticpay adalah gerakan sosial berbasis platform digital yang mengajak masyarakat untuk mengubah sampah botol plastik perusak lingkungan menjadi produk yang bermanfaat, bernilai lebih, dan membawa kebaikan.",1
bagus banget aplikasinya,1
"Wilayah pandeglang juga tidak ada,",1
Dari sini kita belajar bahwa indonesia juga bisa bersih #jaga kebersihan lingkungan,1
Sayang sekali di daerah kota diJawa Tengah belum ada. Saya tunggu banget disekitar Semarang atau Kendal,1
Point belum sampe..jadi blum bisa tau bisa dapet berapa jika dicairkan ke dana,1
Sayang banget di kota Bandung belum tersedia. Aku tunggu sampai tersedia di Bandung~,1
Bagus dan bermanfaat jadi uang dari botol kosong dimasukkan di booth plasricpay,1
Menuju Indonesia Bebas Sampah Plastik melalui Plasticpay. Yuk bisa yuk menuju 100.000 active user 😊,1
"pengen ada cabang di cigondewah bandung,di bandung blm ada",1
tukar botol dapet poin yg lumayan bisa dibelanjakan,1
Saya kasih bintang 1 karena di daerah kota saya gk tersedia,-1
Bagus dan sukses terus,1
"Good,semakin maju...mantap",1
"APK yg bgus dan brmnfaat 🙏 Di Kota Jogja blm ad yah? Sayang sekali Kota dgn sebutan surganya Wisata, Kuliner, Budaya dan sebagai Kota Pelajar. Harusnya ad. Karna diJogja semua org satu Indonesia dr brbagai macam, suku, budaya dan, agama ad disni. Smoga Tim PlasticPay membaca dan segera menyediakan alat mesin tersebut. Bantul, 7 Oktober 2021.",1
Tolong sediakan mesin daur ulang di wilayah kabupaten pandeglang banten min supaya mudah dijangkau,1
Gabisa konfirmasi poin sesudah scan sampah,-1
Di area pabrik hilon kecamatan tengaran jawa tengah kenapa belum ada fasilitas bank sampah. Saya melihat sampah di wilayah sekitar pabrik juga banyak.,1
drobboxnya kadang eror masukin botol 600ml tapi botolnya tak terhitung,1
Tak kasih bintang 5 wallaupun saya blm pernah . Lain x mau coba dehhh,1
"Semangat kak, Saya sebagai warga kompleks yang baik, saya pun mulai rajin ngumpulin botol plastik 😁",1
Mu tanya Jakarta pusat daerah Cempaka putih udh ada blm ya mau tukerin botol nih,1
Maaf numpang tanya.Botol plastik bekas skincare bisa gk ?,0
Tolong min di sediakan tempat pendaur ulang plastik di Kota Semarang dan Sekitarnya... 🙏🙏,1
Tolong untuk lokasi Rvm nya di update,1
bagus sangat menarik,1
Puji Tuhan sekali bisa kumpulin botol² bekas dapat poin,1
Keren sih ini ngga ada lawan..,1
"Langsung keluar poinnya,gercep trims adminnya",1
Perbanyak station di titik Alfamart Indomaret dong!!!,1
Lebih perbanyak di daerah jaksel dong kak... Please...,1
Bagus utk mendidik masyarakat bisa membuang sampah pd tempatnya,1
Alhamdulillah plasticpay sudah hadir di Bali tepatnya udah ada di MBG,1
sayang di daerah Surabaya baya belum ada aku harap kan di Surabaya segera ada,1
"tolong ada in ya, di sekitar cileungsi Bogor , biar bumi makin bersih",1
Sayang banget belum ada di Rangkasbitung Lebak Banten coba kalau ada aku antusias mau ikutan,-1
Respon cepat admin ramah.. pertahankan,1
sayang belum ada dikota banjarmasin moga cepat relis biar tambah banyak cuanya mksh,0
Sayang Sekali Di Kota Gresik Masih Belum Ada😢,1
aplikasi nya bagus,1
saya punya PET botol banyak.... barang kali perlu... ton ton nan...,1
"Seru nih, gaya recycle jaman now",1
Sangat membantu sekali,1
Canggih nih karya anak bangsa,1
Sangat menarik,1
Sangat bermanfaat bagi kami,1
Kapan aplikasi ini ada di Surabaya Sidoarjo...,0
aplikasi ini apa kerja sama dengan inacash,1
Ko saya nggak bisa masuk lagi,0
Sayang sekali di surabaya tidak ada,-1
Aku tunggu di kota jogja segeraaaaaaaaaaa ga sabar bangettttt,1
Bagus dan inspirational 👍👍,1
Sangat sngat membantu👍,1
Mantap demi menjaga bumi kita untuk menjadi sehat bersih dan efek global warming !. ❤️😍😍😍😍😍😍,1
Selamatkan indonesia dari sampah pelastkk,1
Semangat menghijaukan tanpa plastik,1
1 plastik poin berapa rupiah?,1
seharusnya lebih banyak,1
Cepet ada in mesinnya di Surabaya dong,-1
Bagus bngt...... Apk nya,1
sangat bermanfaat,1
Inovatif bget aku suka sesimpel itu,1
"Wow banget,,, lumayan",1
Baik dan bagus,1
"Perbanyak di titik alfamart dan indomart daerah Cipondoh, Tangerang dong kak",1
Sangat bermanfaat,1
Saya coba dulu bagus gak nya..,1
Keren cara daur ulang,1
Aplikasi bermanfaat.,1
Baik dan bagus,1
Min kalau bisa taruh di desa jgn di kota mul,0
Gk bisa masuk kedalam aplikasi,-1
"Program yang sangat bagus dari kolaborasi antara plasticpay dan Bank BSI syariah di jogja, semoga sukses",1
Tolong mesinnya di sebarkan sampai didaerah tanah bumbu ditunggu👍,1
Tolong di Jakarta pusat dong,1
"Mantap, menguntungkan",1
Kagum Wakru liat di TRANS7 meliput PlasticPay eh ada RVM Reverse Vending Machine canggih betul dan Ternyata ada pabrik daur ulangnya juga wah hebat deh salut buat Pegiat Transformasi Sampah Suhendro Setiadi TOP Markotop,1
"Mantaap, mohon di perbanyak rvm terutama di restaurant dan tempat umum",1
"Kpn merambah ntb, [sumbawa besar] kami tunggu",1
Sangat bermangpaat,1
Oke... Sudah masuk Bali,1
Bagus banget nih,1
Gabisa login kocak,-1
"Di palembang kec.kemuning kelurahan pahlawan kota plg dimana alamat andresss tdk tau,🥱😀😁😂🤣😃😄😅😆😉😊😋😎😘🥳🥴🥵🥶🥶🥺 sdh cari!!!???????🥳😘😉😂🤣🥱😅🥵🥴🥳🥶🥵",-1
Admin tolong adakan reverse vending machine dibekasi utara di summarecon mall min,1
Bagus bgt si ini,1
gaada di lokasi saya,1
Mantap mbak nya rama tama,1
Bagus sekali,1
"Kakaknya Baik, beri tahu Caranya",1
barang bekas berguna,1
Mantappp... Peduli lingkungan,1
Saya adalah Investor di perusahaan PlaticPay,1
Belum ada di Kota dan Kabupaten Bogor,-1
Semoga ada di Aceh Lhokseumawe amiiiiinnn,1
Lumayan dpt coin,1
SUSAH BANGET LOGIN NYA ETDAH,-1
tambahin mesinnya min,0
MIN READY IN DI PEKANBARU DONG.BANYAK INI BOTOL BEKASSSSS,1
Masok pak Eko,1
Bagus sekali,1
Ada di banyuwangi,1
Buat di daerah Kalimantan dong😭 di Balikpapan😭😭😭😭,1
Dari anda untuk kita semua,1
Aplikasi cuannn,1
Alhamdulillah..... Mantaf Lanjutkan,1
Di tangerang ada tidak min,1
Menyenangkan,1
Klau bagian Sulawesi Manado apa ada?,-1
Aplikasi sampah kesel saya.,-1
Bagus sekali,1
Bisa narik dana gak,1
Loginnya susah,1
Cirebon kapan bos,-1
Ramah lingkungan,1
Bagus banget...,1
Fast response dan profitable,1
Bagus,1
Mantap,1
Bagus,1
Mantap,1
Mantap,1
ok,1
Ok,1
Mantap,1
Mantap,1
Ntaps,1
Mantap,1
Goodjob,1
Bagus,1
Good,1
Bagus,1
respon cepat,1
Like from banyuwangi,1
Mantap keren,1
Good aplication,1
HDI okey,1
Ok bangetz,1
Ok sip,1
Good job,1
Bagus banget,1
Good Quality,1
Jhos beut,1
Sangat senang,1
Pas scam loading nya lama banget,-1
bsi kc GATOT SUBROTO,1
Gogreen,1
Nice,1
very useful,1
Sangat baik,1
Mantap abis,1
Sangat bagus👋,1
Mantap 👍🏼,1
Oke,1
Mantap,1
baguss,1
Bagus,1
Bagus,1
Sangat baguss,1
Sangat bagus,1
Sangat bagus,1
Kualiatas baik,1
👍👍👍👍👍👍,1
👍👍👍,1
Good,1
Mantap,1
Aplikasinyakereen,1
Mantapppp jiwaa,1
Terima kasih,1
Bener2 ok n bagus,1
"Okeee, kereen",1
Good job plasticpay,1
kerenn,1
Mantap,1
Mantap,1
Good,1
Good,1
Good,1
Mantul,1
Job,1
Bagus,1
Membantu,1
Good,1
Keren banget,1
wahh mantep,1
Keren bgt,1
Mayan cashbacknya,1
mantepp bangetttttt,1
Aplikasi sampah!,-1
mantap,1
Good,1
ksh bntg 3 dlu,0
super app. thanks.,1
Coba dulu,0
Coba dulu,0
not recommend,-1
Aplikasi jelek,-1
Kereennnn👍👍👍,1
Mantab,1
Mantap,1
Bagus,1
Ok,1
Ok,1
Bagus,1
Semongkoooo Plasticpay,1
Good job,1
Pelayanan top,1
"Bagus si sbnrnya aplikasi nya, mudah di gunakan, picker nya juga ramah dan tepat waktu Tapiiiiii kenspa belakangan ini kesalahan jaringan Mulu y padahal pake wifi",1
"Maaf saya kasih bintang 2 ya soalnya aplikasinya selalu error tiap ada pick up sampah dan update data pasti error. Infonya ""Kendala jaringan, mohon periksa jaringan internet anda"" Malah salahin jaringan inter saya 😣 Padahal bagus loh ini aplikasi, walau waktu pick up agak lama tp ok. Tolong di perbaiki lagi sistem aplikasinya, sama CS nya lamaaaaaa respon nya klo ada kendala/tanya2 info",-1
"belum juga pake, pas daftar susah bgt. ga masuk2 kode verifikasi ke email. mau itu gmail, mau itu yahoo. sama aja ga masuk. pilihannya cuma verifikasi email pula, males bgt dari awal udh susah.",-1
